"iris_id","actifs_2016","chom_2016","empl_2016","ouvrier_2016","TP_2016","Int_2016","app_stage_2016","cdd_2016","rev_2016","HLM_2016","no_transp_2016","walk_2016","moto_2016","voit_2016","TC_2016","HH_2016","HH_moins2ans_2016","HH_2_4ans_2016","HH_5_9ans_2016","HH_plus10ans_2016","HH_with_park_2016","HH_with_voit_2016","HH_1voit_2016","HH_2voit_2016","pop_2016","tx_chom_2016","tx_empl_2016","tx_ouvr_2016","tx_TP_2016","tx_HLM_2016","tx_no_transp_2016","tx_walk_2016","tx_moto_2016","tx_voit_2016","tx_TC_2016","tx_HH_moins2ans_2016","tx_HH_2_4ans_2016","tx_HH_5_9ans_2016","tx_HH_plus10ans_2016","tx_HH_with_park_2016","tx_HH_with_voit_2016","tx_HH_1voit_2016","tx_HH_2voit_2016","tx_empl_prec_2016"
"060010000",36.3655914,5.741935484,4.784946237,0,6.698924731,0,0,1.913978495,#N/A,0,9.569892473,0,0,23.92473118,9.569892473,45.93548387,10.52688172,10.52688172,7.655913978,17.22580645,26.79569892,40.19354839,26.79569892,13.39784946,89,15.7894736842105,13.1578947368421,0,18.421052631579,0,26.3157894736842,0,0,65.7894736842105,26.3157894736842,28.9473684210526,28.9473684210526,21.0526315789474,47.3684210526316,73.6842105263158,110.526315789474,73.6842105263158,36.8421052631579,5.26315789473684
"060020000",31.14666667,5.84,4.866666667,4.866666667,6.813333333,0,0.973333333,5.84,#N/A,0,0.0,0,0,29.2,0.0,37.96,4.866666667,7.786666667,3.893333333,21.41333333,10.70666667,28.22666667,20.44,7.786666667,73,18.75,15.625,15.625,21.875,0,0.0,0,0,93.75,0.0,15.625,25.0,12.5,68.75,34.375,90.625,65.625,25.0,21.875
"060030000",269.0500067,43.46766037,95.08550705,67.91821932,42.56208411,1.811152515,3.622305031,18.11152515,"15670",59.76803301,9.055762577,18.11152515,4.527881288,221.8661831,0.0,269.9555829,30.78959276,63.39033804,65.29534868,110.4803034,187.5481435,252.749634,140.4581781,112.2914559,589,16.1559781796157,35.3412022679093,25.2437159056495,15.8193953008737,10.1473740246277,3.36582878741993,6.73165757483986,1.68291439370996,82.4628052917882,0.0,11.4438178772278,23.5608015119395,24.2688522830516,41.0631112065231,69.7075409132207,93.9415081826441,52.205231218637,41.7362769640071,8.75115484729181
"060040101",604.8189093,96.239886,183.6442023,102.7233499,53.89350813,3.788324776,9.724608834,40.52215656,"21136",284.8388727,18.16864599,24.23479147,42.45763561,364.9701254,55.58253913,630.5445864,82.36585362,231.9077613,204.0064839,112.2644877,454.3398153,484.4185534,336.2130562,148.2054972,1302.147404,15.9121820626405,30.3635021127204,16.9841498600314,8.91068504952112,21.8745490575924,3.00398114390057,4.0069500304558,7.0198922278666,60.3437028435036,9.18994731758371,13.6182669470286,38.3433384233816,33.7301762147794,18.5616696074299,75.1199753054072,80.0931561429366,55.5890450915772,24.5041110513594,8.93409404654831
"060040102",1265.456645,91.79975878,341.4834293,157.3422861,152.7094376,1.14207646,17.15106877,81.02556729,"24220",298.1563637,48.2217244,17.4795527,113.2200792,937.4513881,68.29603131,1027.191612,78.86913817,179.1188693,107.473478,661.7301265,746.3991264,961.9093771,495.230991,466.678386,2498.174757,7.25427924784087,26.9849963424649,12.4336370362054,12.0675361116728,11.9349682383238,3.8106184510507,1.38128420018407,8.94697417798494,74.0800873687923,5.39694754409808,6.23246465989359,14.1544848655389,8.49286132620791,52.2918054260162,58.9825917338317,76.0128275432395,39.1345679874069,36.8782595558326,7.84844845809094
"060040103",380.0783681,39.52166318,135.1711857,36.902098,62.66613703,0,13.23603006,25.3688166,"28126",0,101.4176681,26.04393361,19.50349894,199.427051,14.56823366,432.0296116,21.79476177,82.46304612,56.15819923,271.6136045,358.8165272,382.7547115,217.1432027,165.6115088,939.3965404,10.3982932204204,35.564030231232,9.70907610102675,16.4876884072226,0,26.6833570817576,6.85225358792593,5.13144145380115,52.4699819121938,3.83295522300902,5.73428103230441,21.6963271379032,14.7754263204791,71.4625264887937,94.4059324056869,100.704155684163,57.1311658230206,43.5729898611429,10.1570754618908
"060040104",930.7550841,93.21774266,236.4749421,126.6422745,122.5241242,10.67536991,17.13296366,53.01204854,"27222",0,23.74267445,3.118787659,82.81577669,688.6876359,52.04423423,840.5244393,35.29384066,134.1750206,79.85457199,591.2010061,763.5387653,786.5633203,376.0451651,410.5181553,1987.578423,10.015281597927,25.406784892583,13.6064015829145,13.1639489529839,0,2.55090462108384,0.335081452878801,8.89769801950007,73.9923582117281,5.5916142834252,3.79195786953167,14.4157171828076,8.57954722514702,63.5184288702645,82.0343373127261,84.5080874401873,40.4021607266231,44.1059267135642,8.68331352499987
"060040105",1805.013436,217.2586696,450.9844332,179.2282371,210.3362448,1.06893173,8.883862097,73.43469285,"27032",292.1318671,75.76048859,76.56726316,117.9219057,1190.313152,171.3871779,1991.625804,312.8247161,399.158143,347.6580662,931.9848788,1874.371207,1738.19944,1081.392911,656.8065284,4010.192146,12.0364017980439,24.9851011813088,9.9294683118857,11.6528908118684,7.28473490785849,4.19722574326225,4.24192206268361,6.53302093894429,65.9448361419535,9.49506383199758,17.3308801974431,22.1138599339609,19.2606913215006,51.6331269572002,103.842507179634,96.2984211303531,59.9105186706461,36.387902459707,4.61977096869137
"060040106",1214.067951,128.9551747,462.6146227,132.1468656,141.5251213,1.104575615,6.863829157,39.37567334,"23610",546.821051,50.0963468,77.7545631,63.0584362,833.2092949,95.8716626,1286.37219,123.6290772,283.4522211,312.4568953,566.8339963,1132.695998,1082.055232,720.1437848,361.9114472,2727.604523,10.6217427571961,38.1045082557138,10.8846350350771,11.6571005074705,20.047666231902,4.12632149164171,6.40446550146357,5.19397914544991,68.6295436742242,7.89672954423071,10.1830442940321,23.3473110596389,25.7363597268289,46.6888196586457,93.2975783310962,89.1264142860753,59.3165962439538,29.8098180421216,3.89962341561179
"060040107",1737.658722,220.8913268,553.9538343,337.1350578,220.3422794,10.65877517,27.46004434,99.61225888,"20884",162.4870269,50.25565833,105.10651,150.3430795,1096.941021,143.5647941,1638.829749,267.7507015,348.7772347,273.4081308,748.8936821,1187.150876,1400.080327,987.2728224,412.807505,3339.553992,12.7120086346377,31.8793228665668,19.4016842074689,12.680411673572,4.86553076539198,2.89214779014577,6.04874298336506,8.65204873653436,63.1275294014891,8.26196722736643,15.4087047171467,20.0716763450148,15.7342824173892,43.0978576294318,68.3189892541978,80.5728023362563,56.816267193464,23.7565351427923,7.92624447146801
