iris_id,DEPCOM,NOM_COM,IRIS,NOM_IRIS,TYP_IRIS,supkm2,denskm2,pop_2016.x,Agglo,revenus,bpe_index,evol_15_24,X15_24_2016,X15_24_2017,TC_2015,TC_2016.x,TC_2017,cadr_2015,cadr_2016,cadr_2017,cdi_2015,cdi_2016,cdi_2017,CL,SC,t_actifs_2006.x,t_chom_2006.x,empl_2006.x,ouvrier_2006.x,TP_2006.x,Int_2006.x,app_stage_2006.x,cdd_2006.x,rev_2006.x,HLM_2006.x,no_transp_2006.x,walk_2006.x,moto_2006.x,voit_2006.x,TC_2006.x,HH_2006.x,HH_moins_2ans_2006.x,HH_2_4ans_2006.x,HH_5_9ans_2006.x,HH_plus_10ans_2006.x,HH_with_park_2006.x,HH_with_voit_2006.x,HH_1voit_2006.x,HH_2voit_2006.x,pop_2006.x,tx_chom_2006,tx_empl_2006,tx_ouvr_2006,tx_TP_2006,tx_empl_prec_2006,tx_HLM_2006,tx_no_transp_2006,tx_walk_2006,tx_moto_2006,tx_voit_2006,tx_TC_2006,tx_HH_moins2ans_2006,tx_HH_2_4ans_2006,tx_HH_5_9ans_2006,tx_HH_plus10ans_2006,tx_HH_with_park_2006,tx_HH_with_voit_2006,tx_HH_1voit_2006,tx_HH_2voit_2006,t_actifs_2016.x,t_chom_2016.x,empl_2016.x,ouvrier_2016.x,TP_2016.x,Int_2016.x,app_stage_2016.x,CDD_2016.x,rev_2016.x,HLM_2016.x,no_transp_2016.x,walk_2016.x,moto_2016.x,voit_2016.x,TC_2016.y,HH_2016.x,HH_moins_2ans_2016.x,HH_2_4ans_2016.x,HH_5_9ans_2016.x,HH_plus_10ans_2016.x,HH_with_park_2016.x,HH_with_voit_2016.x,HH_1voit_2016.x,HH_2voit_2016.x,pop_2016.y,tx_chom_2016,tx_empl_2016,tx_ouvr_2016,tx_TP_2016,tx_empl_prec_2016,tx_HLM_2016,tx_no_transp_2016,tx_walk_2016,tx_moto_2016,tx_voit_2016,tx_TC_2016,tx_HH_moins2ans_2016,tx_HH_2_4ans_2016,tx_HH_5_9ans_2016,tx_HH_plus10ans_2016,tx_HH_with_park_2016,tx_HH_with_voit_2016,tx_HH_1voit_2016,tx_HH_2voit_2016,t_actifs_2006.y,t_chom_2006.y,empl_2006.y,ouvrier_2006.y,TP_2006.y,Int_2006.y,app_stage_2006.y,cdd_2006.y,rev_2006.y,HLM_2006.y,no_transp_2006.y,walk_2006.y,moto_2006.y,voit_2006.y,TC_2006.y,HH_2006.y,HH_moins_2ans_2006.y,HH_2_4ans_2006.y,HH_5_9ans_2006.y,HH_plus_10ans_2006.y,HH_with_park_2006.y,HH_with_voit_2006.y,HH_1voit_2006.y,HH_2voit_2006.y,pop_2006.y,t_actifs_2016.y,t_chom_2016.y,empl_2016.y,ouvrier_2016.y,TP_2016.y,Int_2016.y,app_stage_2016.y,CDD_2016.y,rev_2016.y,HLM_2016.y,no_transp_2016.y,walk_2016.y,moto_2016.y,voit_2016.y,TC_2016,HH_2016.y,HH_moins_2ans_2016.y,HH_2_4ans_2016.y,HH_5_9ans_2016.y,HH_plus_10ans_2016.y,HH_with_park_2016.y,HH_with_voit_2016.y,HH_1voit_2016.y,HH_2voit_2016.y,pop_2016,TE_pop,TE_actifs,TE_revenus,TE_chom,TE_empl,TE_ouvr,TE_TP,TE_HLM,TE_no_transp,TE_walk,TE_moto,TE_voit,TE_TC,TE_HH_moins2ans,TE_HH_2_4ans,TE_HH_5_9ans,TE_HH_plus10ans,TE_HH_with_park,TE_HH_with_voit,TE_HH_1voit,TE_HH_2voit,TE_empl_prec,T_pop_0_2_2006,T_pop_3_5_2006,T_pop_6_10_2006,T_pop_11_17_2006,T_pop_18_24_2006,T_pop_25_39_2006,T_pop_40_54_2006,T_pop_55_64_2006,T_pop_65_79_2006,T_pop_80plus_2006,T_pop_0_2_2016,T_pop_3_5_2016,T_pop_6_10_2016,T_pop_11_17_2016,T_pop_18_24_2016,T_pop_25_39_2016,T_pop_40_54_2016,T_pop_55_64_2016,T_pop_65_79_2016,T_pop_80plus_2016,DNB_2006,BEP_2006,BAC_2006,Etude_sup_2006,DNB_2016,BEP_2016,BAC_2016,Etude_sup_2016,TE_DNB,TE_BEP,TE_BAC,TE_Etud_sup,TE_pop_0_2,TE_pop_3_5,TE_pop_6_10,TE_pop_11_17,TE_pop_18_24,TE_pop_25_39,TE_pop_40_54,TE_pop_55_64,TE_pop_65_79,TE_pop_80plus,ds_btp,ipondi_crs
060882904,6088,Nice,2904,Paul Montel,H,0.211,"10,118,919",2135,NCA,16938,1,"1,641","-5,266","9,345","7,725","29,876","8,203","3,194",-23,-39.03,"2,619",0.557,"-4,491",3,0,"9,175,225","807,596","3,499,172","2,713,815",136.39,"266,778","242,278","637,146",14200,0,"272,544","794,481","39,535","5,520,574","1,538,761","784,521","92,787","1,514,012","1,210,405","4,192,924","5,551,392","6,814,742","4,833,514","1,981,228","20,447,455","88,019","381,372","295,776","14,865","124,924",0,"29,704","8,659","43,089","601,683","167,708","101,128","165,011","131,921","456,983","605,041","742,733","526,801","215,932","942,739","174,732","3,947,216","2,569,639","1,479,923","136,561","242,278","392,174",16938,"5,780,055","148,304","530,892","607,745","4,579,795","1,906,633","8,330,476","376,952","1,692,559","1,528,441","4,732,524","4,474,626","6,746,293","4,893,321","1,852,972","21,350,919","185,345","418,697","272,572","156,981","81,784","270,717","15,731","56,314","64,466","485,797","202,244","39,985","179,536","162,128","501,997","474,641","715,606","519,054","196,552","9,175,225","807,596","3,499,172","2,713,815",136.39,"266,778","242,278","637,146",14200,0,"272,544","794,481","39,535","5,520,574","1,538,761","784,521","92,787","1,514,012","1,210,405","4,192,924","5,551,392","6,814,742","4,833,514","1,981,228","20,447,455","942,739","174,732","3,947,216","2,569,639","1,479,923","136,561","242,278","392,174",16938,"5,780,055","148,304","530,892","607,745","4,579,795","1,906,633","8,330,476","376,952","1,692,559","1,528,441","4,732,524","4,474,626","6,746,293","4,893,321","1,852,972","21,350,919","44,185","27,483","192,817","1,163,607","128,043","-53,126","85,067",0,"-455,853","-331,775","537,234","-170,413","23,907","-593,745","11,793","262,752","128,693","-193,963","-10,044","12,373","-64,736","7,610,128","684,659","389,467","1,324,117","2,481,254","2,108,066","3,021,289","4,596,147","2,905,043","240,286","534,553","921,375","901,844","1,554,481","1,814,776","187,631","3,767,183","4,001,332","2,567,338","2,999,265","947,014","620,409","3,010,055","2,797,748","2,274,859","6,661,587","3,000,087","2,452,528","2,872,719","73,741",-0.3312,"-123,392","262,812","345,743","1,315,585","173,976","-268,605","-109,938","246,879","-129,416","-116,248","248,206","771,601","663,507",23.08
060882903,6088,Nice,2903,Digue des Francais,H,0.072,33172.11,2388,NCA,8718,0,"-10,061","-9,022","-4,159","-11,925","-9,022",3.46,"-64,105",-9,"96,033","-10,411","-9,022","-1,186",5,0,"13,716,476","4,270,857","5,511,238","5,945,905","1,973,333","352,381","142,762","1,123,524",6931,"36,309,333","180,952","986,667","476,952","4,947,429","293,181","11,874,095","789,333",208.2,"352,381","5,478,952","5,736,762","677,981","5,581,714","1,198,095","37,389,821","311,367","401,797","433,486","143,866","118,009","971,102","13,192","71,933","34,772","360,692","213,744","57,546","151,788","256,903","399,443","418,239","494,282","406,935","87,347","8,788,863","3,033,576","3,969,671","3,500,127","1,670,185","16,321","142,762","1,005,398",8718,"23,445,551","5,098","880,455","275,158","251,598","2,224,845","8,632,883","753,073","1,231,003","1,249,233","5,399,575","2,771,974","4,547,543","3,999,059","548,484","23,883,919","345,161","451,671","398,246","190,034","149,208","981,646",0.58,"100,179","31,308","286,269","253,144","85,685","140,064","142,138","614,366","315,396","517,421","455,014","62,407","13,716,476","4,270,857","5,511,238","5,945,905","1,973,333","352,381","142,762","1,123,524",6931,"36,309,333","180,952","986,667","476,952","4,947,429","293,181","11,874,095","789,333",208.2,"352,381","5,478,952","5,736,762","677,981","5,581,714","1,198,095","37,389,821","8,788,863","3,033,576","3,969,671","3,500,127","1,670,185","16,321","142,762","1,005,398",8718,"23,445,551","5,098","880,455","275,158","251,598","2,224,845","8,632,883","753,073","1,231,003","1,249,233","5,399,575","2,771,974","4,547,543","3,999,059","548,484","23,883,919","-361,219","-359,248","257,827","-289,703","-279,713","-411,338","-153,623","-354,283","-718,271","-107,647","-423,091","-491,457","-241,136","-45,938","-40,874","-645,488","-14,488","-516,805","-329,252","-283,543","-542,203","13,013,692","1,955,143","1,945,143","3,833,905","5,559,429","3,932,571","6,588,381","6,620,667","3,078,713","2,786,471","1,089,399","874,364","976,071","177,055","2,704,981","2,932,923","4,131,634","445,576","2,810,237","2,374,259","853,139","15,216,563","3,743,022","1,870,595","132,088","10,329,786","2,558,145","1,889,421","903,418","-321,149","-316,556","10,064","-316,049","-552,788","-498,201","-538,186","-513,443","-254,197","-372,891","-326,992","-87,204","-147,933","-216,872",375,"26,349"
060882902,6088,Nice,2902,Les Moulins,H,0.12,"35,220,485",4226,NCA,8870,1,-0.868,-2.66,"9,423",0.789,7.91,"12,835",0.836,32,"16,325",2.72,2.01,"7,048",5,0,"14,907,032","3,665,175","701,169","5,454,742","2,539,738",46.23,"252,981","1,246,428",8306,"40,696,262","261,376","1,537,151","710,104","5,699,463","3,139,512","1,445,839","855,156","2,479,285","3,721,132","7,402,816","7,578,069","8,461,953","7,301,708","1,160,245","41,163,143","245,869","470,361","365,917","170,372","131,596","988,658","17,534","103,116","47,636","382,334","210,606","57,366","166,316","249,623","496,599","508,355","567,648","489,816","77,832","15,980,236","5,761,633","7,155,389","5,749,163","248,241","528,637","252,981","117,439",8870,"41,488,539","480,913","865,119","52,213","4,621,415","3,759,291","1,362,986","1,365,332","2,393,513","197,565","7,895,365","5,067,026","7,642,734","5,954,471","1,688,262","42,264,582","360,547","447,765","359,767","155,342","122,402","981,638","30,094","54,137","32,674","289,196","235,246","85,439","14,978","123,631","494,071","317,081","478,262","372,615","105,647","14,907,032","3,665,175","701,169","5,454,742","2,539,738",46.23,"252,981","1,246,428",8306,"40,696,262","261,376","1,537,151","710,104","5,699,463","3,139,512","1,445,839","855,156","2,479,285","3,721,132","7,402,816","7,578,069","8,461,953","7,301,708","1,160,245","41,163,143","15,980,236","5,761,633","7,155,389","5,749,163","248,241","528,637","252,981","117,439",8870,"41,488,539","480,913","865,119","52,213","4,621,415","3,759,291","1,362,986","1,365,332","2,393,513","197,565","7,895,365","5,067,026","7,642,734","5,954,471","1,688,262","42,264,582","26,758","71,993","67,903","571,994","20,494","53,975","-22,573","19,468","839,925","-437,193","-264,713","-189,149","197,413","596,588","-34,596","-469,073","66,535","-331,357","-96,812","-18,451","455,092","194,600,867","1,565,175",214.23,"3,745,365","5,688,888","4,204,466","6,785,035","756,144","3,306,362","4,887,457","1,276,655","1,973,601","2,007,726","4,224,407","5,238,238","4,614,071","7,410,238","7,364,638","4,214,882","3,989,079","1,227,702","16,591,558","5,692,735","2,113,658","1,733,579","16,769,398","5,031,233","2,686,986","2,642,396","10,719","-116,201","271,249","524,243","260,946","-62,817","127,903","-79,216","97,421","92,144","-26,027","274,779","-183,813","-38,345","308,333","38,877"
060882901,6088,Nice,2901,Les Siagnes,H,0.628,"3,253,534",2043,NCA,10828,1,"-10,109",-0.238,-0.889,"7,984",-0.279,"-1,675","82,255",0,"8,032",-0.96,0.5,"-1,022",5,0,"8,151,992","1,317,499","3,104,608","3,045,551","906,032","218,455","86,877","820,688",7733,"3,341,981","93,981","1,087,786","383,147","3,948,705","1,498,084","6,895,528","1,138,298","1,269,074","1,633,154","2,855,001","3,851,092","5,185,808","4,280,582","905,226","19,711,273","161,617","38,084","373,596","111,142","138,128","169,547","11,529","133,438",4.7,"484,385","183,769","139,634","155,677","200,338","350,221","472,411","63,614","525,096","111,044","7,499,089","1,779,705","2,968,492","2,263,974","1,264,577","246,511","86,877","566,693",10828,"4,915,084","118,866","475,287","314,364","3,522,751","1,349,755","6,979,995","463,078","1,205,352","1,043,183","4,268,383","4,247,574","5,366,381","4,290,394","1,075,987","20,432,195","237,323","395,847",30.19,"168,631","120,025","240,556","15,851","63,379","4,192","469,757","179,989","61,751","160,733","139,108","569,187","566,412","715,604","572,122","143,482","8,151,992","1,317,499","3,104,608","3,045,551","906,032","218,455","86,877","820,688",7733,"3,341,981","93,981","1,087,786","383,147","3,948,705","1,498,084","6,895,528","1,138,298","1,269,074","1,633,154","2,855,001","3,851,092","5,185,808","4,280,582","905,226","19,711,273","7,499,089","1,779,705","2,968,492","2,263,974","1,264,577","246,511","86,877","566,693",10828,"4,915,084","118,866","475,287","314,364","3,522,751","1,349,755","6,979,995","463,078","1,205,352","1,043,183","4,268,383","4,247,574","5,366,381","4,290,394","1,075,987","20,432,195","36,574","-80,091","400,233","350,821","-43,843","-256,629","395,731","47,071","264,782","-56,307","-179,522","-107,872","-99,012","-593,184","-50,212","-361,247","495,055","102,953","34,821",0.2292,"188,639","89,008,152","637,894","551,355","859,483","1,627,155","240,119","360,379","3,501,249","2,723,048","3,221,326","584,783","956,596","665,489","1,073,965","1,869,816","1,591,688","3,676,355","3,214,725","2,417,332","358,457","1,381,659","9,989,653","2,315,778","1,523,891","1,600,627","8,675,876",221.57,"2,050,899","2,091,425","-131,514","-43,216","345,831","306,629","499,615","207,008","249,548","149,132","-337,126","20,136","-81,835","-11,227","112,762","1,362,686","229,299","14,987"
060882804,6088,Nice,2804,Lanterne,H,0.419,"7,002,174",2934,NCA,27818,0,"10,059","-9,694","16,527","-1,636","4,075","-22,585",-0.883,-10,"-2,142","2,023","-7,157","9,295",4,0,"15,858,514","1,167,926","4,094,219","1,193,812","1,493,938","133,508","19,237","63,056",24642,"29,802","278,087","332,588","1,334,035","1,179,112","115,109","16,555,827","2,607,364","371,583","3,579,267","6,653,366","13,059,226","14,571,556","10,188,587","4,382,968","31,314,872","73,647","258,172","75,279","94,204","60,311",0.0952,"17,535","20,972","84,121","74,352","72,585","164,414","234,311",22.57,"419,545","823,484","918,847","642,468","27,638","12,356,283","127,613","3,109,456","811,331","1,084,262","138,812","19,237","730,961",27818,"263,158","41,658","579,426","1,095,128","8,038,051","1,294,256","15,762,548","1,232,833","2,963,322","2,684,005","8,882,387","13,327,095","13,630,693","9,943,293",368.74,"2,933,911","103,278","25,165","65,661","8,775","8,596",0.897,"33,714","46,893","88,629","650,523","104,745","99,774","239,823","217,218","718,856","1,078,568","1,103,139","804,716","298,423","15,858,514","1,167,926","4,094,219","1,193,812","1,493,938","133,508","19,237","63,056",24642,"29,802","278,087","332,588","1,334,035","1,179,112","115,109","16,555,827","2,607,364","371,583","3,579,267","6,653,366","13,059,226","14,571,556","10,188,587","4,382,968","31,314,872","12,356,283","127,613","3,109,456","811,331","1,084,262","138,812","19,237","730,961",27818,"263,158","41,658","579,426","1,095,128","8,038,051","1,294,256","15,762,548","1,232,833","2,963,322","2,684,005","8,882,387","13,327,095","13,630,693","9,943,293",368.74,"2,933,911","-63,093","-220,842","128,886","92,646","-240,525","-320,387","-274,226","7,830,152","498,021","742,175","-179,086","-318,296","124,374","-527,173","-202,514","-250,124","335,021","20,512","-64,568","-24,075","-158,698","105,214,231","1,126,188","729,895","120,259","1,480,443","2,382,069","7,051,604","6,144,626","4,081,964","4,793,235","2,322,259","545,542","888,215","1,181,914","1,762,387","131,509","4,565,056",570.18,"4,255,183","6,390,868","2,733,054","5,394,369","3,614,251","5,153,156","10,599,429","4,149,751","366,921","4,889,304","11,293,916","-230,725","15,206","-51,202","65,521","-515,585","216,907","-17,193","190,446","-447,921","-352,622","-72,067","42,435","33,331","176,895","871,122","8,671"
060882803,6088,Nice,2803,Lanterne-Mandariniers,H,0.26,11595.9,3015,NCA,21630,3,"-8,193","-4,031","-1,348","-19,421","14,894","4,091","-10,493",11,"3,048","-3,688","-1,723","-5,589",2,0,"10,751,095","846,007","4,481,209","1,716,139","1,925,857","6,965","91,295","1,179,937",18815,"372,376","760,265","472,557","669,227","6,634,385","1,781,362","11,283,195","1,029,814","2,138,339","2,400,707","5,714,335","8,944,726","8,870,326","6,486,046","2,384,281","30,404,952","7,869","416,814","159,625","179,131","124,721","12,247","70,715","43,954","62,247","617,089","165,691","95,787","198,895","223,299","531,512","831,983","825,063","603,292","221,771","10,314,326","187,999","3,116,936","1,682,568","1,294,301","51,114","91,295","743,214",21630,"199,268","150,364","88,419","689,786","5,172,907","1,406,857","1,026,647","1,462,768","1,951,962","1,966,885","4,884,856","7,491,741","8,361,057","6,166,974","2,194,084","30,149,339","18,227","302,195","163,129","125,486","85,863","66,094","14,578","85,724","66,877","501,526","136,398","141,819","189,248","190,694","473,599","726,343","810,626","597,904","212,722","10,751,095","846,007","4,481,209","1,716,139","1,925,857","6,965","91,295","1,179,937",18815,"372,376","760,265","472,557","669,227","6,634,385","1,781,362","11,283,195","1,029,814","2,138,339","2,400,707","5,714,335","8,944,726","8,870,326","6,486,046","2,384,281","30,404,952","10,314,326","187,999","3,116,936","1,682,568","1,294,301","51,114","91,295","743,214",21630,"199,268","150,364","88,419","689,786","5,172,907","1,406,857","1,026,647","1,462,768","1,951,962","1,966,885","4,884,856","7,491,741","8,361,057","6,166,974","2,194,084","30,149,339",-0.8407,"-40,626","149,615","1,222,192","-304,443","-19,562","-327,935","4,351,257","-802,221","871,076","30,721","-220,288","-210,235","42,042","-8,716","-180,706","-145,158","-16,244","-57,413","-49,194","-79,771","87,562,323","523,273","549,047","711,235","1,051,675","9,294,974","5,055,868","3,697,432","2,913,082","4,461,615","2,146,751",109.6,"899,625","1,221,636","152,784","7,051,052","6,697,739","3,781,909","2,370,141","3,603,786","1,899,612","6,591,608",314.45,"3,929,124","4,382,316","4,604,688","3,336,063","287,138","5,665,413","-301,432","6,092","-269,206","29,279","1,094,509","638,521","717,627","452,768","-241,412","324,745","22,848","-18,638","-192,269","-115,122","980,769",17
060882802,6088,Nice,2802,Caucade,H,0.599,6642.48,3979,NCA,24319,2,"3,765","-1,826","5,397","6,418","7,207","-8,317","6,005",12,"2,233","3,909","-3,268","1,631",2,0,"18,390,827","1,140,289","6,896,807","1,873,071","2,446,763","133,165","192,534","1,265,456",20017,"3,064,927","939,839","1,468,089","1,366,779","11,982,278","1,627,348","16,570,537",193.04,"2,989,166","3,359,058","8,291,913","13,149,805","1,454,583","10,024,025","4,521,805","35,692,798","62,003","375,013","101,848","133,043","86,519","8,587","51,104","79,827","74,319","651,536","88,487","104,965","162,536","182,649","450,872","71,502","790,929","545,056","245,873","1,899,487","1,943,991","6,323,587","2,217,862","2,289,209","213,411","192,534","1,153,129",24319,"5,299,379","1,052,172","648,258","1,467,046","12,702,884","1,831,334","19,101,089","1,951,838","3,227,184","3,512,313","10,409,754","15,727,362","16,892,517","1,148,894","5,403,577","39,788,456","102,343","33,291","116,761","120,517","82,079","133,189","55,392","34,128","77,234","668,753","96,412","102,756","169,898","184,908","54,803","827,979","88,932","604,844","284,476","18,390,827","1,140,289","6,896,807","1,873,071","2,446,763","133,165","192,534","1,265,456",20017,"3,064,927","939,839","1,468,089","1,366,779","11,982,278","1,627,348","16,570,537",193.04,"2,989,166","3,359,058","8,291,913","13,149,805","1,454,583","10,024,025","4,521,805","35,692,798","1,899,487","1,943,991","6,323,587","2,217,862","2,289,209","213,411","192,534","1,153,129",24319,"5,299,379","1,052,172","648,258","1,467,046","12,702,884","1,831,334","19,101,089","1,951,838","3,227,184","3,512,313","10,409,754","15,727,362","16,892,517","1,148,894","5,403,577","39,788,456","114,747","32,845","214,917","704,823","-83,114","184,078","-64,393","729,039","119,524","-558,434","7,336","60,139","125,349","11,105","79,627","45,624","25,541","196,015","161,331","14,614","195,004","154,907,459","1,014,986","1,220,449","2,005,223","2,634,438","2,526,607","752,698","8,165,752","452,046","4,380,792","1,697,112","1,387,398","1,076,064","2,416,571","2,997,483","2,866,041","6,939,407","8,243,546","5,135,082","600,261","2,724,255","8,719,013","5,288,738","4,928,691","7,911,082","5,512,127","5,707,821","6,421,848","12,219,187","-367,804","7,924","302,952","544,566","366,914","-118,305","205,138","137,807","134,344","-78,062",0.9527,"135,964","370,211","60,523","642,738","32,931"
060882801,6088,Nice,2801,Carras,H,0.253,"12,749,748",3226,NCA,15512,3,"7,179","2,492",21.15,"-6,424","6,414",30.39,"-5,936",2,"-9,768","-8,073",6.09,-0.606,3,0,"14,907,494","2,126,531","6,596,639","3,931,686","2,069,005","309,193","117,048","122,961",13301,"3,058,899","337,623","1,209,497","1,144,639","7,090,817","316,847","18,365,611","3,343,375","3,613,061","4,144,627","7,264,548","6,834,634","10,912,463","9,361,201","1,551,262","35,432,742","142,648","442,505","263,739","13,879","111,075","8,633","22,648","81,133","76,783","475,655","212,542","224,275","242,365","278,023","487,308","45,847","732,012","627,953","104,059","12,266,824","2,665,746","3,877,965","302,475","1,828,653","211,968","117,048","951,631",15512,"46,144","385,147","950,436","690,479","5,324,562","2,481,968","17,137,322","1,555,834","3,653,501","376,781","8,160,178","8,823,694","11,290,849","9,573,379","171,747","32,256,862","217,313","316,134","24,658","149,073","104,399","14,305","31,397","7,748","56,288","434,062","202,332","126,833","297,836","307,155","665,223","719,314","920,438","780,429","140,009","14,907,494","2,126,531","6,596,639","3,931,686","2,069,005","309,193","117,048","122,961",13301,"3,058,899","337,623","1,209,497","1,144,639","7,090,817","316,847","18,365,611","3,343,375","3,613,061","4,144,627","7,264,548","6,834,634","10,912,463","9,361,201","1,551,262","35,432,742","12,266,824","2,665,746","3,877,965","302,475","1,828,653","211,968","117,048","951,631",15512,"46,144","385,147","950,436","690,479","5,324,562","2,481,968","17,137,322","1,555,834","3,653,501","376,781","8,160,178","8,823,694","11,290,849","9,573,379","171,747","32,256,862","-89,631","-177,137","166,228","253,565","-41,213","-230,673","-116,168","-849,148","14,076","-214,189","-396,771","-249,091","-216,667","-534,652","11,193","-90,917","123,288","291,027","34,675","22,666","107,144","127,064,682","1,159,337","1,359,086","2,587,034","2,402,656","3,440,339","778,619","6,259,397","3,299,637","4,378,998","2,760,068","1,011,447","114,128","1,619,193","191,231","2,673,941","5,658,533","5,853,074","3,485,964","6,024,541","2,876,579","11,060,578","5,016,177","5,239,934","4,460,273","8,996,788","4,936,292","3,975,047","641,718","-18,659","-15,925","-241,394","438,742","-127,564","-160,259","-374,112","-204,085","-222,768","-27,326","-64,914","56,469","375,781","42,213","1,541,502","31,987"
060882705,6088,Nice,2705,Abbaye de Roseland,H,0.388,"5,776,604",2241,NCA,30048,0,"-4,455","14,453",7.63,-14.07,-1.26,"12,951","-3,741",31,"-1,334","-1,744","19,883","2,663",4,0,"6,939,512","1,057,283","1,750,054","472,591","72,017","107,543","146,213","292,104",27014,"65,152","42,851","242,784","300,747","4,658,279","60,859","10,267,014","1,407,639","186,599","1,899,852","5,093,532","7,867,264","8,665,032","5,791,483","2,873,549","18,954,763","152,357","252,187","68,102","103,778","7,866",0.3437,"61,749","34,986","43,338","671,269","87,699","202,844","268,894","273,773","73,399","1,133,691","1,248,651","834,566","414,085","9,784,316","857,186","1,775,912","816,108","1,025,365","79,168","146,213","359,815",30048,"194,566","482,243","392,325","864,859","6,870,514","698,167","12,246,106","1,738,625","2,067,835",222,"6,219,645","9,613,155","10,895,024","7,448,708","3,446,316","22,413,225","87,608","181,506","8,341","104,797","5,981",0.8681,"49,287","40,097","88,392","702,197","71,356","177,695","211,342","226,894","635,675","982,507","1,113,519","761,291","352,229","6,939,512","1,057,283","1,750,054","472,591","72,017","107,543","146,213","292,104",27014,"65,152","42,851","242,784","300,747","4,658,279","60,859","10,267,014","1,407,639","186,599","1,899,852","5,093,532","7,867,264","8,665,032","5,791,483","2,873,549","18,954,763","9,784,316","857,186","1,775,912","816,108","1,025,365","79,168","146,213","359,815",30048,"194,566","482,243","392,325","864,859","6,870,514","698,167","12,246,106","1,738,625","2,067,835",222,"6,219,645","9,613,155","10,895,024","7,448,708","3,446,316","22,413,225","182,459","409,943","112,312","-189,256","14,776","726,879","423,782","1,986,351","125,394","615,945","1,875,705","474,904","147,188","235,136","108,171","168,512","221,087","221,918","257,355","286,149","199,324","57,519,628","316,261",27.51,"619,187","864,699","1,088,406","1,973,611","352,182","315,093","4,569,949","2,574,801","315,281","553,718","877,921","1,411,185","1,317,856","3,782,024","3,963,893","2,860,063","4,330,414","300,087","4,140,081","1,270,437","3,198,432","730,085","3,023,353","2,157,219","4,069,301","8,741,849","-269,736","698,013","27,228","197,374",-0.3097,"1,012,787","41,786","631,996","210,813","916,297","125,524","-92,311","-52,415","165,476","675,258","17,973"
060882703,6088,Nice,2703,Faculte de Lettres,H,0.304,"6,858,731",2085,NCA,23634,0,"11,066","8,409","8,862","-13,487","-23,814","12,259",-0.172,5,"-19,552","-13,015","11,103","6,468",2,0,"7,652,422","76,011","2,722,015","1,059,448","1,320,231","199,782","166,064","645,673",20254,0,"313,065","323,177","560,255","4,016,856",166.9,"7,922,588","127,938","1,622,658","1,694,588","3,325,962","4,711,041","6,421,332","4,991,902","142,943","23,431,825","99,329","355,706","138,446","172,525","132,183",0,"40,911","42,232","73,213","524,913","218,101","167,186","212,045","221,445","434,629","615,627","839,124","65,233","186,794","5,966,849","1,212,274","1,421,466","485,586","113,606",0,"166,064","423,159",23634,0,"279,083","295,006","553,832","2,925,775","751,798","7,400,355","842,177","1,759,702","130,568","3,492,796","5,465,265","6,360,775","4,697,583","1,663,192","20,850,542","203,168","238,227","81,381","190,395","98,749",0,"46,772","49,441","92,818","490,338","125,996","141,143","294,913","218,822","585,367","915,938","1,066,019","78,728","278,739","7,652,422","76,011","2,722,015","1,059,448","1,320,231","199,782","166,064","645,673",20254,0,"313,065","323,177","560,255","4,016,856",166.9,"7,922,588","127,938","1,622,658","1,694,588","3,325,962","4,711,041","6,421,332","4,991,902","142,943","23,431,825","5,966,849","1,212,274","1,421,466","485,586","113,606",0,"166,064","423,159",23634,0,"279,083","295,006","553,832","2,925,775","751,798","7,400,355","842,177","1,759,702","130,568","3,492,796","5,465,265","6,360,775","4,697,583","1,663,192","20,850,542","-110,161","-220,267","166,881","594,865","-477,789","-541,661","-139,499",0,"-108,547","-87,169","-11,464","-271,625","-549,552","-34,173","84,456",-22.95,"50,161","160,097",-0.9431,"-58,959","163,536","5,792,232","447,764","61,044","1,067,448","1,388,642","6,529,141","4,799,796","3,090,161","1,837,867","2,489,455","117,111","17,621","132,801","395,872","766,554","854,891","2,665,864","2,311,666","1,680,968","247,299","1,698,707","3,973,307","2,554,899","2,242,814","3,451,543","1,950,337","1,333,046","1,831,762","4,977,095","-50,914","-478,239","-183,275","441,992","-606,466","-782,451","-629,142","-447,983","309,347","-444,588","-251,927","-8,537",-0.6614,"45,051","1,440,789","16,267"
